1,0,1,3,0,0,0.526921,0.454910,0.002491,0,0,0,0,1,4,4,0,0 
2,0,2,4,0,1,0.412365,0.454593,0.002347,0,0,0,1,0,4,4,1,1 
3,0,2,4,1,1,0.594961,0.408529,0.201573,0,0,0,0,0,4,4,1,2 
4,0,1,2,1,1,0.554297,0.572761,0.204746,0,0,0,1,0,4,4,0,2 
5,0,2,2,1,1,0.519587,0.396206,0.002393,0,0,0,0,1,4,4,0,2 
6,0,1,2,0,1,0.377428,0.457336,0.002457,0,0,0,0,0,4,4,0,2 
7,0,2,4,0,1,0.437551,0.545860,0.440834,0,0,0,1,0,4,4,1,3 
8,0,1,4,1,1,0.587685,0.578463,0.237758,0,0,0,1,1,4,4,1,4 
9,0,2,1,1,0,0.466328,0.538160,0.264050,0,0,0,0,1,3,3,0,4 
10,0,2,4,1,1,0.363632,0.400267,0.262389,0,0,0,0,0,3,3,0,4 
11,0,1,2,0,1,0.355625,0.456589,0.002398,0,0,0,0,0,3,3,0,4 
12,0,2,0,1,0,0.367829,0.000000,0.000000,0,1,0,0,0,0,0,0,4 
13,0,2,4,1,1,0.406063,0.471172,0.290013,0,0,0,0,0,2,2,0,4 
14,0,1,4,1,1,0.557252,0.597597,0.272124,0,0,0,1,1,2,2,0,4 
15,0,2,4,1,1,0.421397,0.630209,0.267611,0,0,0,0,0,2,2,0,4 
16,0,1,2,1,1,0.427035,0.682269,0.278986,0,0,0,1,0,2,2,1,5 
17,0,2,0,1,0,0.606371,0.000000,0.000000,0,1,0,0,0,0,0,0,5 
18,0,1,4,0,1,0.600810,0.409533,0.261233,0,0,0,0,1,2,2,0,5 
19,0,1,2,1,1,0.624473,0.504762,0.250215,0,0,0,1,0,2,2,1,6 
20,0,1,4,0,1,0.534155,0.407630,0.283011,0,0,0,0,1,2,2,0,6 
21,0,1,2,0,1,0.389380,0.513588,0.243091,0,0,0,0,0,2,2,1,7 
22,0,1,4,0,1,0.521392,0.427862,0.285297,0,0,0,0,1,3,3,0,7 
23,0,2,2,1,1,0.360358,0.531878,0.002501,0,0,0,0,1,3,3,0,7 
24,0,2,4,0,1,0.379852,0.548788,0.260370,0,0,0,1,0,3,3,0,7 
25,0,1,0,0,0,0.449917,0.000000,0.000000,0,1,0,0,0,0,0,0,7 
26,0,2,4,1,1,0.610257,0.537222,0.292311,0,0,0,0,0,3,3,0,7 
27,0,2,0,1,0,0.525994,0.000000,0.000000,0,1,0,0,0,0,0,0,7 
28,0,2,0,0,0,0.511377,0.000000,0.000000,0,1,0,1,0,0,0,0,7 
29,0,1,3,0,0,0.593233,0.441870,0.257700,0,0,0,0,1,3,3,1,8 
30,0,2,2,1,1,0.454483,0.531242,0.270626,0,0,0,0,1,1,1,0,8 
31,0,2,3,0,0,0.561351,0.697671,0.285545,0,0,0,1,0,1,1,0,8 
32,0,2,1,1,0,0.630758,0.675994,0.286483,0,0,0,0,1,1,1,1,9 
33,0,1,2,0,1,0.339649,0.492544,0.261111,0,0,0,0,0,3,3,0,9 
34,0,1,1,1,0,0.397311,0.522057,0.269618,0,0,0,1,0,3,3,0,9 
35,0,1,2,0,1,0.429841,0.514084,0.275226,0,0,0,0,0,3,3,0,9 
36,0,2,4,0,1,0.410205,0.637834,0.291490,0,0,0,1,0,1,1,0,9 
37,0,1,1,0,0,0.403417,0.575977,0.286731,0,0,0,0,0,1,1,1,10 
38,0,1,1,0,0,0.438756,0.445279,0.036938,0,0,0,0,0,4,4,0,10 
39,0,2,3,1,0,0.409319,0.695406,0.261838,0,0,0,0,0,4,4,0,10 
40,0,1,3,0,0,0.313416,0.449356,0.044307,0,0,0,0,1,4,4,0,10 
41,0,1,1,1,0,0.376805,0.490812,0.271344,0,0,0,1,0,4,4,0,10 
42,0,1,2,0,1,0.338842,0.673084,0.259725,0,0,0,0,0,4,4,0,10 
43,0,2,4,1,1,0.317958,0.480149,0.295412,0,0,0,0,0,3,3,0,10 
44,0,1,0,1,0,0.391863,0.000000,0.000000,0,1,0,1,0,0,0,0,10 
45,0,2,2,0,1,0.409830,0.467135,0.241264,0,0,0,1,1,3,3,0,10 
46,0,1,2,0,1,0.446473,0.667451,0.309601,0,0,0,0,0,3,3,0,10 
47,0,2,4,1,1,0.304196,0.482702,0.281212,0,0,0,0,0,4,4,1,11 
48,0,1,4,0,1,0.554845,0.606230,0.485811,0,0,0,0,1,4,4,1,12 
49,0,2,2,1,1,0.424840,0.540822,0.244894,0,0,0,0,1,4,4,0,12 
50,0,2,4,1,1,0.383756,0.653996,0.287403,0,0,0,0,0,3,3,0,12 
51,0,2,3,1,0,0.394550,0.471600,0.002364,0,0,0,0,0,3,3,1,13 
52,0,2,3,1,0,0.319674,0.393426,0.002551,0,0,0,0,0,4,4,0,13 
53,0,1,2,1,1,0.347463,0.586100,0.002343,0,0,0,1,0,4,4,0,13 
