1,0,2,3,1,0,0.276476,0.324537,0.056018,0,0,0,0,0,2,2,0,0 
2,0,1,1,1,0,0.262384,0.662871,0.169948,0,0,0,1,0,2,2,0,0 
3,0,2,4,1,1,0.306782,0.251261,0.089328,0,0,0,0,0,2,2,0,0 
4,0,1,4,0,1,0.449695,0.128299,0.002386,0,0,0,0,1,2,2,0,0 
5,0,1,2,1,1,0.651431,0.639151,0.104522,0,0,0,1,0,2,2,1,1 
6,0,1,1,0,0,0.526360,0.073818,0.009412,0,0,0,0,0,3,3,0,1 
7,0,1,2,0,1,0.421416,0.416235,0.002431,0,0,0,0,0,3,3,0,1 
8,0,2,2,0,1,0.624736,0.524092,0.046692,0,0,0,1,1,3,3,0,1 
9,0,1,3,0,0,0.394346,0.150544,0.002372,0,0,0,0,1,3,3,1,2 
10,0,2,4,0,1,0.359835,0.592780,0.002328,0,0,0,1,0,3,3,0,2 
11,0,1,1,0,0,0.681073,0.363297,0.152984,0,0,0,0,0,1,1,1,3 
12,0,1,1,0,0,0.448642,0.385229,0.049096,0,0,0,0,0,1,1,1,4 
13,0,2,4,0,1,0.405461,0.623126,0.014533,0,0,0,1,0,1,1,0,4 
14,0,1,1,0,0,0.656221,0.609691,0.019782,0,0,0,0,0,1,1,1,5 
15,0,1,3,0,0,0.508670,0.331779,0.146564,0,0,0,0,1,1,1,0,5 
16,0,2,4,1,1,0.368842,0.621470,0.065146,0,0,0,0,0,2,2,0,5 
17,0,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0,5 
18,0,2,3,0,0,0.122892,0.328687,0.002513,0,0,0,1,0,2,2,0,5 
19,0,2,4,1,1,0.288662,0.240564,0.002438,0,0,0,0,0,2,2,0,5 
20,0,1,1,1,0,0.325051,0.363037,0.002410,0,0,0,1,0,2,2,0,5 
21,0,1,2,0,1,0.395022,0.393812,0.106939,0,0,0,0,0,2,2,1,6 
22,0,2,1,1,0,0.513187,0.162867,0.056374,0,0,0,0,1,2,2,0,6 
23,0,2,3,0,0,0.401550,0.479792,0.104861,0,0,0,1,0,2,2,0,6 
24,0,2,0,1,0,0.406112,0.000000,0.000000,0,1,0,0,0,0,0,0,6 
25,0,1,2,0,1,0.514256,0.384333,0.007190,0,0,0,0,0,2,2,1,7 
26,0,1,4,0,1,0.632099,0.345029,0.002439,0,0,0,0,1,4,4,1,8 
27,0,1,2,0,1,0.544223,0.470840,0.059049,0,0,0,0,0,4,4,0,8 
28,0,2,2,0,1,0.470012,0.264489,0.028917,0,0,0,1,1,4,4,0,8 
